gene_name	sample	cnval	status
Cdkn1a	MD7035e	-1	Loss
Cdkn1b	MD7031a	-1	Loss
Chd4	MD7031a	-1	Loss
Chek2	MD7040a	-1	Loss
Chek2	MD7032c	-1	Loss
Chek2	MD7031a	-1	Loss
Chek2	MD7037a	-1	Loss
Chordc1	MD7030a	-1	Loss
Cic	MD7032c	-1	Loss
Cic	MD7037a	-1	Loss
Cic	MD7038d	-1	Loss
Cic	MD7035d	-1	Loss
Cic	MD7035e	-1	Loss
Ciita	MD7031a	-1	Loss
Clip1	MD7032c	-1	Loss
Clip1	MD7031a	-1	Loss
Crebbp	MD7031a	-1	Loss
Cs	MD7032c	-1	Loss
Cs	MD7031a	-1	Loss
Ctcf	MD7031a	-1	Loss
Ctcf	MD7030a	-4.32192809488736	Deletion
Ctcf	MD7035d	-1	Loss
Ctcf	MD7031f	-1	Loss
Ctcf	MD7035a	-1	Loss
Ctcf	MD7040c	-1	Loss
Ctnnb1	MD7040c	3.08746284125034	Amplification
Ctnnb1	MD7032c	2.4594316186373	Amplification
Ctnnb1	MD7031d	3.8073549220576	Amplification
Ctnnb1	MD7035c	3.70043971814109	Amplification
Ctnnb1	MD7038c	3.64385618977472	Amplification
Ctnnb1	MD7040a	5.33985000288462	Amplification
Ctnnb1	MD7034a	3.32192809488736	Amplification
Ctnnb1	MD7037c	4.08746284125034	Amplification
Ctnnb1	MD7031c	3.8073549220576	Amplification
Ctnnb1	MD7038d	4.4594316186373	Amplification
Ctnnb1	MD7032a	2.90689059560852	Amplification
Ctnnb1	MD7031f	5.5077946401987	Amplification
Ctnnb1	MD7038a	4.28540221886225	Amplification
Ctnnb1	MD7036a	4.83289001416474	Amplification
Ctnnd1	MD7031e	-1	Loss
Cux1	MD7032c	-1	Loss
Cux1	MD7031a	-1	Loss
Cyld	MD7030a	-1	Loss
Cyld	MD7031a	-1	Loss
Dazap1	MD7032c	-1	Loss
Dazap1	MD7036a	-1	Loss
Dazap1	MD7031f	-1	Loss
Dazap1	MD7033a	-1	Loss
Dazap1	MD7034a	-1	Loss
Dazap1	MD7038d	-1	Loss
Dazap1	MD7040c	-1	Loss
Dazap1	MD7031a	-4.32192809488736	Deletion
Dazap1	MD7031d	-1	Loss
Dazap1	MD7031c	-1	Loss
Dazap1	MD7035a	-1	Loss
Dazap1	MD7035c	-1	Loss
Dazap1	MD7032a	-1	Loss
Dazap1	MD7035d	-1	Loss
Dazap1	MD7028a	-1	Loss
Dazap1	MD7035e	-1	Loss
Dazap1	MD7031e	-1	Loss
Dazap1	MD7040a	-1	Loss
Dazap1	MD7030a	-1	Loss
Dazap1	MD7039a	-1	Loss
Dazap1	MD7029a	-1	Loss
Dazap1	MD7037a	-1	Loss
Dhx30	MD7032c	-1	Loss
Dhx30	MD7030a	-1	Loss
Dhx30	MD7040a	2.16992500144231	Amplification
Dicer1	MD7039a	-1	Loss
Dicer1	MD7034a	-1	Loss
Dicer1	MD7031a	1.32192809488736	Gain
Dlc1	MD7031a	-1	Loss
Dlc1	MD7030a	-1	Loss
Dlgap2	MD7031a	-1	Loss
Dlgap2	MD7035d	-1	Loss
Dlgap2	MD7030a	-1	Loss
Dmwd	MD7032c	-1	Loss
Dmwd	MD7035d	-1	Loss
Dmwd	MD7031e	-1	Loss
Dnmt3a	MD7039a	-1	Loss
Dot1l	MD7032c	-1	Loss
Dot1l	MD7031f	-1	Loss
Dot1l	MD7034a	-1	Loss
Dot1l	MD7038d	-1	Loss
Dot1l	MD7032a	-1	Loss
Dot1l	MD7035d	-1	Loss
Dot1l	MD7028a	-1	Loss
Dot1l	MD7037a	-1	Loss
Dot1l	MD7031a	-2.16096404744368	Deletion
Dtx1	MD7032c	-1	Loss
Dtx1	MD7037a	-1	Loss
Dtx1	MD7031a	-4.32192809488736	Deletion
Dtx1	MD7033a	-1	Loss
Egr2	MD7031a	-1	Loss
Eif1a	MD7035a	-1	Loss
Eif1a	MD7035d	-1	Loss
Eif1a	MD7030a	-1	Loss
Eif1a	MD7031a	-1	Loss
Eif1a	MD7039a	-1	Loss
Emg1	MD7031a	-1	Loss
Eomes	MD7031f	2	Amplification
Eomes	MD7040c	1.58496250072116	Amplification
Eomes	MD7031c	1.8073549220576	Amplification
Eomes	MD7038d	1.32192809488736	Gain
Eomes	MD7031d	2	Amplification
Eomes	MD7038c	2.4594316186373	Amplification
Eomes	MD7040a	3.39231742277876	Amplification
Eomes	MD7036a	3.24792751344359	Amplification
Eomes	MD7032a	2.16992500144231	Amplification
Eomes	MD7035c	2.70043971814109	Amplification
Ep300	MD7032c	-1	Loss
Ep300	MD7035d	1	Gain
Epha2	MD7032c	-1	Loss
Epha2	MD7034a	-1	Loss
Epha2	MD7031f	-1	Loss
Epha2	MD7038d	-1	Loss
Epha2	MD7032a	-1	Loss
Epha2	MD7031e	-1	Loss
Epha2	MD7035a	-1	Loss
Epha2	MD7031a	-4.32192809488736	Deletion
Epha2	MD7031c	-1	Loss
Epha2	MD7031d	-1	Loss
Epha2	MD7028a	-1	Loss
Epha2	MD7033a	-1	Loss
Epha2	MD7035d	-1	Loss
Eps8	MD7031a	-1	Loss
Erbb3	MD7032c	-1	Loss
Erbb3	MD7031a	-1	Loss
Erc1	MD7031a	-1	Loss
Ercc2	MD7032c	-1	Loss
Ercc2	MD7035d	-1	Loss
Ercc2	MD7031e	-1	Loss
Erf	MD7032c	-1	Loss
Erf	MD7037a	-1	Loss
Erf	MD7038d	-1	Loss
Erf	MD7035d	-1	Loss
Erf	MD7035e	-1	Loss
Errfi1	MD7032c	-1	Loss
Errfi1	MD7031a	-1	Loss
Errfi1	MD7035d	-1	Loss
Esr1	MD7031a	-1	Loss
Esrp1	MD7035d	-1	Loss
Esrp1	MD7031a	-1	Loss
Etv6	MD7031a	-1	Loss
Evi5l	MD7031a	-1	Loss
Evi5l	MD7035d	-1	Loss
Evi5l	MD7030a	-1	Loss
Ezh2	MD7031a	-1	Loss
Fam135b	MD7036a	-1	Loss
Fat1	MD7040a	1	Gain
Fat3	MD7030a	-1	Loss
Fgfr3	MD7031a	-1	Loss
Fgfr4	MD7038c	-1	Loss
Fgfr4	MD7036a	-1	Loss
Fgfr4	MD7029a	-1	Loss
Fgfr4	MD7032c	-4.32192809488736	Deletion
Fgfr4	MD7032a	-1	Loss
Fgfr4	MD7035c	-1	Loss
Fgfr4	MD7035d	-1	Loss
Fgfr4	MD7035e	-1	Loss
Fgfr4	MD7040c	-1	Loss
Fgfr4	MD7038d	-1	Loss
Fgfr4	MD7031d	-4.32192809488736	Deletion
Fgfr4	MD7030a	-4.32192809488736	Deletion
Fgfr4	MD7035a	-4.32192809488736	Deletion
Fgfr4	MD7031f	-1	Loss
Fgfr4	MD7031c	-4.32192809488736	Deletion
Fgfr4	MD7033a	-1	Loss
Fgfr4	MD7039a	-1	Loss
Fgfr4	MD7040a	-4.32192809488736	Deletion
Fgfr4	MD7031e	-1	Loss
Fgfr4	MD7031a	-4.32192809488736	Deletion
Fgfr4	MD7034a	-1	Loss
Fgfr4	MD7037c	-1	Loss
Fgfr4	MD7037a	-1	Loss
Fgfrl1	MD7031a	-1	Loss
Fgfrl1	MD7040a	-1	Loss
Fgfrl1	MD7032c	-1	Loss
Flt3	MD7031a	-1	Loss
Flt3l	MD7031c	-1	Loss
Flt3l	MD7032c	-1	Loss
Flt3l	MD7040c	-1	Loss
Flt3l	MD7031f	-1	Loss
Flt3l	MD7035d	-1	Loss
Flt3l	MD7031d	-1	Loss
Flt3l	MD7031e	-1	Loss
Foxa1	MD7039a	-1	Loss
Foxq1	MD7038c	-1	Loss
Foxq1	MD7036a	-1	Loss
Foxq1	MD7031a	-4.32192809488736	Deletion
Foxq1	MD7031e	-1	Loss
Foxq1	MD7040a	-1	Loss
Foxq1	MD7031c	-1	Loss
Foxq1	MD7033a	-1	Loss
Foxq1	MD7031d	-1	Loss
Foxq1	MD7034a	-1	Loss
Foxq1	MD7035d	-1	Loss
Foxq1	MD7035e	-1	Loss
Foxq1	MD7040c	-1	Loss
Foxq1	MD7035a	-1	Loss
Foxq1	MD7035c	-1	Loss
Foxq1	MD7032a	-1	Loss
Foxq1	MD7032c	-1	Loss
Foxq1	MD7038d	-1	Loss
Foxq1	MD7039a	-1	Loss
Foxq1	MD7029a	-1	Loss
Foxq1	MD7030a	-1	Loss
Foxq1	MD7037a	-1	Loss
Foxq1	MD7037c	-1	Loss
Frg1	MD7031a	-1	Loss
Frg1	MD7030a	-1	Loss
Gna11	MD7032c	-1	Loss
Gna11	MD7031f	-1	Loss
Gna11	MD7034a	-1	Loss
Gna11	MD7038d	-1	Loss
Gna11	MD7035d	-1	Loss
Gna11	MD7037a	-1	Loss
Gna11	MD7040c	-1	Loss
Gna11	MD7036a	-1	Loss
Gna11	MD7035e	-1	Loss
Gna11	MD7035a	-1	Loss
Gna11	MD7033a	-1	Loss
Gna11	MD7035c	-1	Loss
Gna11	MD7031a	-1	Loss
Gtf2i	MD7032c	-1	Loss
Gtf2i	MD7031a	-1	Loss
H2-Ab1	MD7035e	-1	Loss
H2-K1	MD7031c	-1	Loss
H2-K1	MD7031d	-1	Loss
H2-K1	MD7033a	-1	Loss
H2-K1	MD7035e	-4.32192809488736	Deletion
H2-K1	MD7035d	-1	Loss
Hmgcr	MD7030a	-1	Loss
Hmgcr	MD7029a	-1	Loss
Hmgcr	MD7035a	-1	Loss
Hmgcr	MD7035c	-1	Loss
Hmgcr	MD7035d	-1	Loss
Hmgcr	MD7035e	-1	Loss
Hmgcr	MD7038c	-1	Loss
Hmgcr	MD7038d	-1	Loss
Hmgcr	MD7040c	-1	Loss
Hmgcr	MD7032a	-1	Loss
Hmgcr	MD7032c	-1	Loss
Hmgcr	MD7033a	-1	Loss
Hmgcr	MD7040a	-1	Loss
Hmgcr	MD7031c	-1	Loss
Hmgcr	MD7031d	-1	Loss
Hmgcr	MD7031e	-1	Loss
Hmgcr	MD7039a	-1	Loss
Hmgcr	MD7031a	-4.32192809488736	Deletion
Hmgcr	MD7034a	-1	Loss
Hmgcr	MD7037a	-1	Loss
Hmgcr	MD7036a	-1	Loss
Hmgcr	MD7037c	-1	Loss
Hnf1a	MD7032c	-1	Loss
Hnf1a	MD7031a	-1	Loss
Hnf1a	MD7037a	-1	Loss
Hnrnpm	MD7035e	-1	Loss
Hnrnpm	MD7031c	-1	Loss
Hras	MD7032c	-1	Loss
Ice1	MD7030a	-1	Loss
Ice1	MD7029a	-1	Loss
Ice1	MD7035a	-1	Loss
Ice1	MD7035c	-1	Loss
Ice1	MD7035d	-1	Loss
Ice1	MD7035e	-1	Loss
Ice1	MD7038c	-1	Loss
Ice1	MD7038d	-1	Loss
Ice1	MD7040c	-1	Loss
Ice1	MD7037a	-1	Loss
Ice1	MD7037c	-1	Loss
Ice1	MD7032a	-1	Loss
Ice1	MD7032c	-1	Loss
Ice1	MD7033a	-1	Loss
Ice1	MD7034a	-1	Loss
Ice1	MD7031a	-2.68629789635119	Deletion
Ighmbp2	MD7032c	-1	Loss
Ighmbp2	MD7035a	-1	Loss
Igll1	MD7031a	-1	Loss
Il6st	MD7030a	-1	Loss
Il6st	MD7029a	-1	Loss
Il6st	MD7035a	-1	Loss
Il6st	MD7035c	-1	Loss
Il6st	MD7035d	-1	Loss
Il6st	MD7035e	-1	Loss
Il6st	MD7038c	-1	Loss
Il6st	MD7038d	-1	Loss
Il6st	MD7040c	-1	Loss
Il6st	MD7032a	-1	Loss
Il6st	MD7032c	-1	Loss
Il6st	MD7033a	-1	Loss
Il6st	MD7040a	-1	Loss
Il6st	MD7031c	-1	Loss
Il6st	MD7031d	-1	Loss
Il6st	MD7031e	-1	Loss
Il6st	MD7031a	-4.32192809488736	Deletion
Il6st	MD7034a	-1	Loss
Il6st	MD7037a	-1	Loss
Il6st	MD7036a	-1	Loss
Il6st	MD7037c	-1	Loss
Il6st	MD7039a	-1	Loss
Inmt	MD7031a	-1	Loss
Irf4	MD7038c	-1	Loss
Irf4	MD7036a	-1	Loss
Irf4	MD7031a	-4.32192809488736	Deletion
Irf4	MD7031e	-1	Loss
Irf4	MD7040a	-1	Loss
Irf4	MD7031c	-1	Loss
Irf4	MD7033a	-1	Loss
Irf4	MD7031d	-1	Loss
Irf4	MD7034a	-1	Loss
Irf4	MD7035d	-1	Loss
Irf4	MD7035e	-1	Loss
Irf4	MD7040c	-1	Loss
Irf4	MD7035a	-1	Loss
Irf4	MD7035c	-1	Loss
Irf4	MD7032a	-1	Loss
Irf4	MD7032c	-1	Loss
Irf4	MD7038d	-1	Loss
Irf4	MD7039a	-1	Loss
Irf4	MD7029a	-1	Loss
Irf4	MD7030a	-1	Loss
Irf4	MD7037a	-1	Loss
Irf4	MD7037c	-1	Loss
Irf8	MD7031a	-1	Loss
Irf8	MD7030a	-4.32192809488736	Deletion
Irf8	MD7035a	-1	Loss
Irf8	MD7034a	-1	Loss
Irf8	MD7035e	-1	Loss
Irf8	MD7035d	-1	Loss
Irf8	MD7033a	-1	Loss
Irf8	MD7038d	-1	Loss
Irf8	MD7040c	-1	Loss
Irf8	MD7031f	-1	Loss
Irf8	MD7032a	-1	Loss
Irf8	MD7032c	-1	Loss
Irf8	MD7037a	-1	Loss
Itga6	MD7040a	-1	Loss
Jmjd1c	MD7031a	-1	Loss
Kank3	MD7035e	-1	Loss
Kank3	MD7031c	-1	Loss
Kank3	MD7031d	-1	Loss
Kank3	MD7033a	-1	Loss
Keap1	MD7030a	-1	Loss
Keap1	MD7032c	-1	Loss
Keap1	MD7039a	-1	Loss
Keap1	MD7031d	-1	Loss
Keap1	MD7031a	-1	Loss
Keap1	MD7031c	-1	Loss
Keap1	MD7031e	-1	Loss
Kif26b	MD7037a	-2.16096404744368	Deletion
Klhl6	MD7031a	-1	Loss
Kmt2c	MD7031a	-1	Loss
Kmt2d	MD7031c	-1.44064269829579	Loss
Kmt2d	MD7039a	-1.44064269829579	Loss
Kmt2d	MD7033a	-1.44064269829579	Loss
Kmt2d	MD7034a	-1.44064269829579	Loss
Kmt2d	MD7040a	-1.44064269829579	Loss
Kmt2d	MD7031a	-1.2456551980554	Loss
Kmt2d	MD7040c	-1.44064269829579	Loss
Kmt2d	MD7032c	-1	Loss
Kmt2d	MD7031f	-1.44064269829579	Loss
Kmt2d	MD7035d	-1.05066769781502	Loss
Kmt2d	MD7037a	-1.44064269829579	Loss
Kmt2d	MD7031e	-1.44064269829579	Loss
Kmt2d	MD7030a	-1.44064269829579	Loss
Kmt2d	MD7031d	-1.44064269829579	Loss
Kntc1	MD7032c	-1	Loss
Kntc1	MD7031a	-1	Loss
Kras	MD7031a	-1	Loss
L3mbtl3	MD7031a	-1	Loss
Lama1	MD7035d	1	Gain
Lama2	MD7031a	-1	Loss
Larp4b	MD7038c	-1	Loss
Larp4b	MD7036a	-1	Loss
Larp4b	MD7031a	-4.32192809488736	Deletion
Larp4b	MD7031e	-1	Loss
Larp4b	MD7040a	-1	Loss
Larp4b	MD7031c	-1	Loss
Larp4b	MD7033a	-1	Loss
Larp4b	MD7031d	-1	Loss
Larp4b	MD7034a	-1	Loss
Larp4b	MD7035d	-1	Loss
Larp4b	MD7035e	-1	Loss
Larp4b	MD7040c	-1	Loss
Larp4b	MD7035a	-1	Loss
Larp4b	MD7035c	-1	Loss
Larp4b	MD7032a	-1	Loss
Larp4b	MD7032c	-1	Loss
Larp4b	MD7038d	-1	Loss
Larp4b	MD7039a	-1	Loss
Larp4b	MD7029a	-1	Loss
Larp4b	MD7030a	-1	Loss
Larp4b	MD7037a	-1	Loss
Larp4b	MD7037c	-1	Loss
Lrrtm4	MD7031a	-1	Loss
Ltbp3	MD7032c	-1	Loss
Ltbp3	MD7035e	-1	Loss
Ltbp3	MD7035d	-1	Loss
Ltbp3	MD7035a	-1	Loss
Ltbp3	MD7031f	-1	Loss
Ltbp3	MD7031a	-1	Loss
Ltbp3	MD7033a	-1	Loss
Ltbp3	MD7030a	-1	Loss
Ltbp3	MD7031e	-1	Loss
Ltbp3	MD7031d	-1	Loss
Ltbp3	MD7031c	-1	Loss
Ltbp3	MD7040a	-1	Loss
Ltbp3	MD7040c	-4.32192809488736	Deletion
Maea	MD7031a	-1	Loss
Magi2	MD7031a	-1	Loss
Maml2	MD7030a	-1	Loss
Map2k7	MD7031a	-1	Loss
Map2k7	MD7035d	-1	Loss
Map2k7	MD7030a	-1	Loss
Map3k1	MD7030a	-1	Loss
Map3k1	MD7029a	-1	Loss
Map3k1	MD7035a	-1	Loss
Map3k1	MD7035c	-1	Loss
Map3k1	MD7035d	-1	Loss
Map3k1	MD7035e	-1	Loss
Map3k1	MD7038c	-1	Loss
Map3k1	MD7038d	-1	Loss
Map3k1	MD7040c	-1	Loss
Map3k1	MD7032a	-1	Loss
Map3k1	MD7032c	-1	Loss
Map3k1	MD7033a	-1	Loss
Map3k1	MD7040a	-1	Loss
Map3k1	MD7031c	-1	Loss
